"報告年度:2022","議題:溫室氣體排放"
"公司代號","公司名稱","範疇一-排放量(噸CO2e)","範疇一-資料邊界","範疇一-取得驗證","範疇二-排放量(噸CO2e)","範疇二-資料邊界","範疇二-取得驗證","範疇三-排放量(噸CO2e)","範疇三-資料邊界","範疇三-取得驗證","溫室氣體排放密集度-密集度(噸CO2e/單位)","溫室氣體排放密集度-單位"
"=""1614""","三洋電","5061.1588","包含合併財務報表之母子公司","","4699.3861","包含合併財務報表之母子公司","","80714.6053","包含合併財務報表之母子公司","","1.5889","百萬元營業額"
"=""1615""","大山","無，詳年報說明","","","無，自行演算計算(依中小企業演算標準計算","","","無，自行演算計算(依中小企業演算標準計算","","","無，自行演算計算(依中小企業演算標準計算",""
"=""1616""","億泰","7380.0000","母公司","","無，無統計相關數據","","","無，無統計相關數據","","","0.0020","千元營業額"
"=""1617""","榮星","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1618""","合機","8056.2300","所有廠區及辦公室(未含子公司)","","無，無統計相關數據","","","無，無統計相關數據","","","2.8129","百萬元營業額"
"=""1626""","艾美特-KY","281.4200","主要生產公司深圳艾美特","ISO 14001","14789.3900","主要生產公司深圳艾美特","ISO 14001","無，無統計相關數據","","","15070.8100","百萬元營業額"
"=""1702""","南僑","87119.3200","台灣、中國大陸、泰國地區之製造單位及餐飲事業","","99179.3300","台灣、中國大陸、泰國地區之製造單位及餐飲事業","","無，無統計相關數據","","","9.0973","百萬元營業額"
"=""1707""","葡萄王","5633.7200","葡萄王生技(通過SGS驗證)、葡眾企業(自行計算，數值經過勤業眾信確信)","ISO 9001","16544.0500","葡萄王生技(通過SGS驗證)、葡眾企業(自行計算，數值經過勤業眾信確信)","ISO 9001","21853.9500","僅葡萄王生技(通過SGS驗證)，並將葡眾企業以類別5投資項納入SGS驗證","ISO 9001","2.8300","產品"
"=""1708""","東鹼","49934.5302","僅母公司","","7127.6238","僅母公司","","無，無統計相關數據","","","7.1100","百萬元營業額"
"=""1709""","和益","62058.7541","僅母公司(工廠)","ISO 14001","19646.1041","僅母公司(工廠)","ISO 14001","無，無統計相關數據","","","9.9700","百萬元營業額"
"=""1710""","東聯","30434.4049","母公司","ISO 9001","316170.3884","母公司","ISO 9001","456940.3116","母公司","ISO 9001","27.1000","百萬元營業額"
"=""1711""","永光","15763.8500","永光化學一~四廠、新竹全通科技、蘇州永光","ISO 14001","57133.7000","永光化學一~四廠、新竹全通科技、蘇州永光","ISO 14001","無，本公司早期至2021年止，皆依循環保署公告之溫室氣體排放量盤查登錄作業指引(2016版)，以自願性方式進行溫室氣體盤查，且據指引僅將範疇三鑑別出排放源項目，而不需列入排放量計算範圍。後續將再參考2022年最新環保署公告盤查指引作業，並依照本公司已經排定的時間表導入ISO 14064-1:2018最新標準進行盤查，將安排於2023年8月先讓母公司接受外部驗證機構查證。","","","8.3000","百萬元產值"
"=""1712""","興農","12737.7913","母公司王田廠、王田二廠、生物工廠、大肚廠、彰濱廠","ISO 9001","22959.3724","母公司王田廠、王田二廠、生物工廠、大肚廠、彰濱廠","ISO 9001","46358.7681","母公司王田廠、王田二廠、生物工廠、大肚廠、彰濱廠","ISO 9001","1.5492","百萬元營業額"
"=""1713""","國化","3225.8810","屏南分公司","","2585.3120","屏南分公司","","無，無統計相關數據","","","5811.1940","範疇一+二"
"=""1714""","和桐","18200.1125","母公司","ISO 14001","3889.2711","母公司","ISO 14001","無，無統計相關數據","","","0.6141","產品"
"=""1717""","長興","83654.0000","母公司及包含合併財務報表之國內與國外子公司","ISO 14001","161475.0000","母公司及包含合併財務報表之國內與國外子公司","ISO 14001","1738304.0000","母公司及包含合併財務報表之國內與國外子公司","ISO 14001","0.4270","產品(公噸)"
"=""1718""","中纖","428636.1791","僅母公司","ISO 9001","10543.5182","僅母公司","ISO 9001","無，無統計相關數據","","","1.8327","總產品239638.7485公噸"
"=""1720""","生達","1377.2951","生達一廠+生達二廠","ISO 9001","7522.4845","生達一廠+生達二廠","ISO 9001","225.0421","生達一廠+生達二廠","ISO 9001","3.2100","百萬元營業額"
"=""1721""","三晃","12413.0000","母公司","","21098.0000","母公司","","無，無統計相關數據","","","1.4700","產品"
"=""1722""","台肥","476195.0000","母公司 台中廠 苗栗廠","","49073.0000","母公司 台中廠 苗栗廠","","無，無統計相關數據","","","0.6460","產品"
"=""1723""","中碳","32859.0000","母公司","ISO 9001","76647.0000","母公司","ISO 9001","無，無統計相關數據","","","10.4870","百萬元營業額"
"=""1725""","元禎","無，無統計相關數據","","","487.8700","母公司","","無，無統計相關數據","","","0.0652","百萬元營業額"
"=""1726""","永記","無，無統計相關數據","","","4358.0000","僅母公司","","無，無統計相關數據","","","0.0496","電力使用量"
"=""1727""","中華化","1159.4848","桃園一廠、桃園二廠、彰化廠","","10534.5651","桃園一廠、桃園二廠、彰化廠","","無，無統計相關數據","","","0.0625","產品"
"=""1730""","花仙子","498.9910","包含合併財務報表之母子公司","ISO 9001","1884.9810","包含合併財務報表之母子公司","ISO 9001","22741.2460","包含合併財務報表之母子公司","ISO 9001","9.0220","百萬元營業額"
"=""1731""","美吾華","125.3300","台北總公司、台中及高雄服務中心及楊梅工廠及物流中心","","707.7900","台北總公司、台中及高雄服務中心及楊梅工廠及物流中心","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1732""","毛寶","181.8591","母公司","","427.8069","母公司","","123.4738","母公司_工廠原物料、影印紙張電力等","","1.2500","噸CO2e/百萬營收"
"=""1733""","五鼎","21.6923","母子公司","","12228.5810","母子公司","","無，無統計相關數據","","","0.0055","千元營收"
"=""1734""","杏輝","1068.4100","母公司","","8556.8300","母公司","","無，無統計相關數據","","","0.0038","營業額仟元"
"=""1735""","日勝化","3517.9125","母公司","","5124.1706","母公司","","無，無統計相關數據","","","0.4694","產品"
"=""1736""","喬山","880.4900","母公司","","1704.4500","母公司","","無，無統計相關數據","","","0.2070","個體營業收入（百萬元）"
"=""1737""","臺鹽","24721.1000","僅母公司","","3167.8000","僅母公司","","無，無統計相關數據","","","27889.0000","百萬元營業額"
"=""1752""","南光","3214.7118","總公司與台北辦公室之範疇-直接溫室氣體排放","","10053.4692","總公司與台北辦公室之能源間接溫室氣體排放","","6325.4730","總公司與台北辦公室之其他間接溫室氣體排放","","1009.9821","碳排量19593.6540噸/營業額19.4億=1009.9821"
"=""1760""","寶齡富錦","437.4990","僅母公司","ISO 9001","3486.1461","僅母公司","ISO 9001","758.6628","僅母公司","ISO 9001","1.9517","百萬元營業額"
"=""1762""","中化生","4029.0000","母公司","","11913.0000","母公司","","無，無統計相關數據","","","0.0800","產品"
"=""1773""","勝一","52562.3121","母公司","ISO 9001","8894.9582","母公司","ISO 9001","16927.6233","母公司","ISO 9001","0.2859","產品"
"=""1776""","展宇","878.9214","母公司(第1廠及第2廠)","ISO 9001","1351.4459","母公司(第1廠及第2廠)","ISO 9001","374.3410","母公司(第1廠及第2廠)","ISO 9001","2.8449","營業額"
"=""1783""","和康生","114.2001","母公司","","1981.6897","母公司","","145.9651","母公司","","無，無統計相關數據",""
"=""1786""","科妍","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1789""","神隆","3494.0000","僅母公司(台南市善化區南科八路一號)及台北辦公室(台北市中山區中山北路二段129號7樓之2)","","16499.0000","僅母公司(台南市善化區南科八路一號)及台北辦公室(台北市中山區中山北路二段129號7樓之2)","","無，無統計相關數據","","","6.5100","百萬元營業額"
"=""1795""","美時","10662.0000","母公司及重要子公司生產基地及研發中心","","10647.0000","母公司及重要子公司生產基地及研發中心","","無，無統計相關數據","","","1.4600","百萬元營業額"
"=""1802""","台玻","439157.4700","僅母公司","ISO 9001","248448.4500","僅母公司","ISO 9001","無，統計中，預計112年12月有資料。","","","無，無統計相關數據",""
"=""1805""","寶徠","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1806""","冠軍","62354.1978","工廠","ISO 9001","27143.1376","工廠","ISO 9001","無，無統計相關數據","","","0.0089","產品"
"=""1808""","潤隆","6.0000","本公司2輛公務車","","108.0000","本公司台北辦公室","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1809""","中釉","10140.6763","僅母公司","","3791.2356","僅母公司","","無，其他公務車、外包車等因其量小，故不予以量化計算。","","","無，無統計相關數據",""
"=""1810""","和成","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1817""","凱撒衛","176.0300","母公司(台灣地區)","","194.8100","母公司(台灣地區)","","無，無統計相關數據","","","0.1389","百萬元營業額"
"=""1903""","士紙","無，3","","","無，依規定本公司屬資本額50億元以下之公司別，應於第三階段完成溫室氣體盤查(115年)，本公司預計於112年啟動執行。","","","無，依規定本公司屬資本額50億元以下之公司別，應於第三階段完成溫室氣體盤查(115年)，本公司預計於112年啟動執行。","","","無，依規定本公司屬資本額50億元以下之公司別，應於第三階段完成溫室氣體盤查(115年)，本公司預計於112年啟動執行。",""
"=""1904""","正隆","1113036.8622","母公司","ISO 9001","289518.7954","母公司","ISO 9001","251165.6197","母公司","ISO 9001","0.9140","公噸；工業用紙"
"=""1905""","華紙","601988.0000","華紙台灣四個生產據點","ISO 9001","201276.0000","華紙台灣四個生產據點","ISO 9001","30043.0000","僅包含台灣所屬營運據點，以主要上游原物料(木片、紙漿與回收紙)經海運及陸運運輸之海內外採購。","","1.2700","產品"
"=""1906""","寶隆","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1907""","永豐餘","1174074.0000","永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣區合計13個生產據點。","ISO 9001","324650.0000","永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣區合計13個生產據點。","ISO 9001","30043.0000","僅包含2022 年華紙台灣所屬營運據點，以主要上游原物料（木片、紙漿與回收紙）經海運及陸運運輸之海內外採購。","","0.9300","產品"
"=""1909""","榮成","556366.8300","全台灣廠區","ISO 9001","49693.3600","全台灣廠區","ISO 9001","77121.4700","全台灣廠區及其他","ISO 9001","11.4400","百萬元營業額"
"=""2002""","中鋼","18248901.0000","母公司","ISO 9001","1412524.0000","母公司","ISO 9001","1606142.0000","母公司：僅包含納入查證項目，統計「營運產生的廢棄物處理」、「商務旅行」、「燃料與能源相關活動廢棄物處理」及「上游運送與貨物配送」等四項","ISO 9001","2.3300","產品"
"=""2006""","東和鋼鐵","188592.4006","母公司 (總公司、桃園廠、苗栗廠、高雄廠)","ISO 9001","621505.2842","母公司 (總公司、桃園廠、苗栗廠、高雄廠)","ISO 9001","1441997.9395","母公司 (總公司、桃園廠、苗栗廠、高雄廠)","ISO 9001","0.4240","鋼胚生產量"
"=""2007""","燁興","26403.0000","本公司","","44334.0000","本公司","","無，無統計相關數據","","","10.3600","百萬元營業額"
"=""2008""","高興昌","2557.4672","總公司(無子公司)含屏南廠","","4078.9954","總公司(無子公司)含屏南廠","","1279.0522","總公司(無子公司)含屏南廠","","0.1331","產品"
"=""2009""","第一銅","3906.5556","第一伸銅科技股份有限公司","ISO 14001","18447.4856","第一伸銅科技股份有限公司","ISO 14001","4558.3690","第一伸銅科技股份有限公司","","2.0843","產品"
"=""2010""","春源","4357.8759","台灣總公司及北中南各生產營業據點","","9579.1814","台灣總公司及北中南各生產營業據點","","無，無統計相關數據","","","0.0324","產品"
