"報告年度:2021","議題:溫室氣體排放"
"公司代號","公司名稱","範疇一-排放量(噸CO2e)","範疇一-資料邊界","範疇一-取得驗證","範疇二-排放量(噸CO2e)","範疇二-資料邊界","範疇二-取得驗證","範疇三-排放量(噸CO2e)","範疇三-資料邊界","範疇三-取得驗證","溫室氣體排放密集度-密集度(噸CO2e/單位)","溫室氣體排放密集度-單位"
"=""1712""","興農","6354.3800","母公司王田廠區(王田廠、王田二廠、生物工廠)","","19878.0000","母公司王田廠區(王田廠、王田二廠、生物工廠)","","無，無統計相關數據","","","2.4000","植物保護產品佰萬元銷售額"
"=""1713""","國化","4464.2860","屏南分公司","","2907.0000","屏南分公司","","無，無統計相關數據","","","7371.0000","範疇一+範疇二"
"=""1714""","和桐","12394.1946","高雄仁武廠","","3057.9235","高雄仁武廠","","無，無統計相關數據","","","0.5100","產品"
"=""1717""","長興","36338.0000","母公司(台灣三廠區)","ISO 9001","40907.0000","母公司(台灣三廠區)","ISO 9001","462852.0000","母公司(台灣三廠區)","ISO 9001","0.3901","產品(公噸)"
"=""1718""","中纖","429277.6562","僅母公司","ISO 9001","13399.4680","僅母公司","ISO 9001","無，無統計相關數據","","","0.7720","營業額573445.0898萬元"
"=""1720""","生達","1298.1889","生達一廠+生達二廠","ISO 9001","7755.3390","生達一廠+生達二廠","ISO 9001","無，無統計相關數據","","","319.0000","營業額"
"=""1721""","三晃","17529.0000","母公司","","20578.0000","母公司","","無，無統計相關數據","","","1.5500","產品"
"=""1722""","台肥","481642.0000","母公司台中廠、苗栗廠","","47533.0000","母公司台中廠、苗栗廠","","無，無統計相關數據","","","0.7000","產品"
"=""1723""","中碳","25555.3833","本公司(總部+小港廠+屏南廠)","ISO 9001","91097.0730","本公司(總部+小港廠+屏南廠)","ISO 9001","10130.4540","本公司(總部+小港廠+屏南廠)","ISO 9001","116652.4563","營業額"
"=""1725""","元禎","101.9100","母公司","","126.0300","母公司","","無，無統計相關數據","","","0.0273","百萬元營業額"
"=""1726""","永記","無，無統計相關數據","","","4584.0000","僅母公司","","無，無統計相關數據","","","0.0500","電力使用量"
"=""1727""","中華化","1532.8900","桃園一廠、桃園二廠、彰化廠","","11034.2200","桃園一廠、桃園二廠、彰化廠","","無，無統計相關數據","","","0.0620","產品"
"=""1730""","花仙子","無，無統計相關數據","","","951.6000","母公司","","無，無統計相關數據","","","0.3000","營業額"
"=""1731""","美吾華","無，無統計相關數據","","","1010.0000","台北總公司、台中及高雄服務中心、楊梅工廠及物流中心","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1732""","毛寶","193.4062","母公司","","427.1622","母公司","","256.9437","母公司_工廠之特定原物料及產品運輸排放、汙泥最終處置","","1.4200","噸CO2e/百萬營收"
"=""1733""","五鼎","23.7700","母公司","","11582.4400","母公司","","無，無統計相關數據","","","0.0050","營業額"
"=""1734""","杏輝","656.8700","母公司","ISO 14001","8142.1800","母公司","ISO 14001","無，無統計相關數據","","","0.0041","營業額仟元"
"=""1735""","日勝化","3152.0508","母公司(大園廠資料110年08月01日-110年12月31日，以下各項同)","","5056.1460","母公司","","無，無統計相關數據","","","0.4278","產品"
"=""1736""","喬山","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1737""","臺鹽","無，無統計相關數據","","","26275.0200","臺鹽總公司、妝品廠、保健廠、通霄廠、儲運所、七股鹽場共6場域","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1752""","南光","無，無統計相關數據","","","9902.0000","總公司用電之間 總公司用電之間接溫室氣提排放","","無，無統計相關數據","","","556.0000","營業額"
"=""1760""","寶齡富錦","28.4300","寶齡富錦生技股份有限公司平鎮廠","","990.6800","寶齡富錦生技股份有限公司平鎮廠","","無，無統計相關數據","","","0.0018","每仟元產值"
"=""1762""","中化生","3630.0000","母公司","","10455.0000","母公司","","無，無統計相關數據","","","0.0800","產品"
"=""1773""","勝一","45271.6981","母公司","","8412.5214","母公司","","無，無統計相關數據","","","0.2485","產品"
"=""1776""","展宇","1023.9240","範圍為母公司(第一廠及第二廠)","","1531.8650","範圍為母公司(第一廠及第二廠)","","無，無統計相關數據","","","3.3700","以佰萬元營業額為單位"
"=""1783""","和康生","無，無統計相關數據","","","無，無統計相關數據","","","2.1700","合併財務報表之母子公司","","無，無統計相關數據",""
"=""1786""","科妍","83.9660","母公司","","2773.6820","母公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1789""","神隆","3162.0000","僅母公司(台南市善化區南科八路一號 台灣神隆)","","19739.0000","僅母公司(台南市善化區南科八路一號 台灣神隆)","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1795""","美時","10784.0000","母公司及重要子公司生產基地及研發中心","","10324.0000","母公司及重要子公司生產基地及研發中心","","無，無統計相關數據","","","1.6700","百萬元營業額"
"=""1802""","台玻","439737.0000","僅母公司","ISO 9001","173744.0000","僅母公司","ISO 9001","無，無統計相關數據","","","無，無統計相關數據",""
"=""1805""","寶徠","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1806""","冠軍","61346.4609","工廠","ISO 9001","27203.9824","工廠","ISO 9001","無，無統計相關數據","","","0.0088","產品"
"=""1808""","潤隆","無，無統計相關數據","","","106.0000","僅本公司台北辦公室","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1809""","中釉","7026.1400","僅母公司","","3211.1900","僅母公司","","無，依金管會規劃之資訊揭露時程，現階段只需要揭露盤查及查證範疇一 及範疇二之資訊規劃時程辦理","","","無，本公司非屬於公告第一批應盤查登錄溫室氣體排放量之排放源列管對象",""
"=""1810""","和成","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1817""","凱撒衛","85.2900","母公司","","100.0000","母公司","","無，無統計相關數據","","","0.1200","百萬營業額"
"=""1903""","士紙","無，3","","","無，依規定本公司屬資本額50億元以下之公司別，應於第三階段完成溫室氣體盤查(115年)，本公司預計於112年啟動執行。","","","無，依規定本公司屬資本額50億元以下之公司別，應於第三階段完成溫室氣體盤查(115年)，本公司預計於112年啟動執行。","","","無，依規定本公司屬資本額50億元以下之公司別，應於第三階段完成溫室氣體盤查(115年)，本公司預計於112年啟動執行。",""
"=""1904""","正隆","1174581.0889","母公司","ISO 9001","291234.2162","母公司","ISO 9001","280951.2716","母公司","ISO 9001","0.8300","公噸；工業用紙"
"=""1905""","華紙","656137.0000","僅包含台灣所屬營運據點","ISO 9001","185556.0000","僅包含台灣所屬營運據點","ISO 9001","14080.0000","僅包含台灣所屬營運據點","","1.3200","產品"
"=""1906""","寶隆","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""1907""","永豐餘","2286593.0000","永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南三地共合計共35個生產據點。","ISO 9001","372335.0000","永豐餘年報所稱三大事業群（林漿紙事業群、工紙紙器事業群、消費品事業群）之台灣、大陸、越南三地共合計共35個生產據點。","ISO 9001","無，無統計相關數據","","","0.9900","產品"
"=""1909""","榮成","509623.2400","僅母公司","ISO 14001","40268.2100","僅母公司","ISO 14001","無，無統計相關數據","","","0.6900","產品"
"=""2002""","中鋼","20939573.0000","母公司","ISO 9001","1338788.0000","母公司","ISO 9001","1750999.0000","母公司：僅包含納入查證項目，統計「營運產生的廢棄物處理」、「商務旅行」、「燃料與能源相關活動廢棄物處理」及「上游運送與貨物配送」等四項","ISO 9001","2.2990","產品"
"=""2006""","東和鋼鐵","216292.0000","僅母公司","ISO 9001","666107.0000","僅母公司","ISO 9001","1581192.0000","僅母公司","ISO 9001","0.4190","鋼胚產量"
"=""2007""","燁興","32105.0000","本公司","","49760.0000","本公司","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2008""","高興昌","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2009""","第一銅","4181.1498","僅計算第一伸銅科技股份有限公司臨海廠","","20487.0216","僅計算第一伸銅科技股份有限公司臨海廠","","無，未列入盤查範圍","","","1.8347","產品"
"=""2010""","春源","1224.6200","台灣總公司及北中南各生產營運據點。","","10406.9300","台灣總公司及北中南各生產營運據點。","","無，無統計相關數據","","","0.0222","產品"
"=""2012""","春雨","15977.2500","母公司","","16715.5600","母公司","","無，無統計相關數據","","","0.0660","產品"
"=""2013""","中鋼構","無，3","","","無，規劃111年年底完成110年溫室氣體排放量盤查。","","","無，規劃111年年底完成110年溫室氣體排放量盤查。","","","無，規劃111年年底完成110年溫室氣體排放量盤查。",""
"=""2014""","中鴻","168086.6000","母公司","","162534.9000","母公司","","無，無統計相關數據","","","0.1342","產品"
"=""2015""","豐興","284289.2117","僅母公司","ISO 9001","551192.9906","僅母公司","ISO 9001","107276.9739","僅母公司","ISO 9001","0.4595","產品"
"=""2017""","官田鋼","1219.2700","總管理處、永康廠、麻豆廠、官田廠","ISO 14001","12971.5800","總管理處、永康廠、麻豆廠、官田廠","ISO 14001","無，無統計相關數據","","","0.1900","產品"
"=""2020""","美亞","無，3","","","無，查證時程計劃書預計在下半年完成","","","無，查證時程計劃書預計在下半年完成","","","無，查證時程計劃書預計在下半年完成",""
"=""2022""","聚亨","795.1200","母公司","","12805.5990","母公司","","無，無統計相關數據","","","0.1919","成品產量"
"=""2023""","燁輝","92318.2800","母公司2021全年度高雄一廠、屏東廠、冷軋鋼板廠、路竹廠、燕巢廠","","95843.9000","母公司高雄一廠、屏東廠、冷軋鋼板廠、路竹廠、燕巢廠","","無，無統計相關數據","","","0.1600","產量(公噸)"
"=""2024""","志聯","無，無統計相關數據","","","4652.0000","係指110年度使用之電力總和","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2025""","千興","6067.4400","僅母公司","","7481.8100","僅母公司","","無，無統計相關數據","","","0.0030","營業額"
"=""2027""","大成鋼","1206.6000","僅母公司","","13810.2100","僅母公司","","2572.0200","僅母公司","","0.2652","產品"
"=""2028""","威致","104751.0000","個別公司 單一公司","ISO 9001","203575.0000","個別公司","ISO 9001","無，無統計相關數據","","","無，無統計相關數據",""
"=""2029""","盛餘","30830.9540","僅母公司","ISO 9001","56436.5990","僅母公司","ISO 9001","無，無統計相關數據","","","0.0670","產品"
"=""2030""","彰源","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據","","","無，無統計相關數據",""
"=""2031""","新光鋼","1268.0000","母公司","","2542.0000","母公司","","184.0000","母公司","","0.2800","百萬營業額"
"=""2032""","新鋼","無，3","","","無，廠商洽談中","","","無，廠商洽談中","","","無，廠商洽談中",""
